significantWaveHeight,peakPeriod,meanPeriod,peakDirection,peakDirectionalSpread,meanDirection,meanDirectionalSpread,timestamp,latitude,longitude
0.02,20.48,4.58,152.819,77.664,95.194,80.59,2022-10-01T21:40:25.000Z,22.30468,39.10358
0.02,25.6,4.74,349.38,77.738,353.346,78.6,2022-10-01T22:40:25.000Z,22.30467,39.1036
0.05,25.6,10.54,150.422,75.805,168.835,77.9,2022-10-01T23:10:25.000Z,22.30465,39.1036
0.03,9.3,5.12,151.223,71.78,184.086,78.774,2022-10-01T23:40:25.000Z,22.30467,39.1036
0.05,25.6,9.04,337.467,72.521,345.964,74.92,2022-10-02T01:10:25.000Z,22.30465,39.1036
0.05,25.6,8.5,289.231,77.337,312.78,77.329,2022-10-02T02:10:25.000Z,22.30463,39.10362
0.02,25.6,4.74,258.69,80.624,235.713,78.891,2022-10-02T02:40:25.000Z,22.30463,39.1036
0.01,17.06,5.04,196.47,76.131,296.565,80.851,2022-10-02T03:40:25.000Z,22.30465,39.10358
0.01,14.62,3.24,155.556,79.091,144.162,80.144,2022-10-02T04:10:25.000Z,22.30465,39.1036
0.02,20.48,3.56,62.996,76.266,51.34,80.008,2022-10-02T04:40:25.000Z,22.30463,39.10358
0.02,17.06,3.82,134.009,72.484,325.305,80.4,2022-10-02T05:10:25.000Z,22.30463,39.10358
0.01,25.6,3.44,74.745,79.662,90.0,79.429,2022-10-02T05:40:25.000Z,22.30465,39.1036
0.01,25.6,3.12,145.235,76.822,146.689,79.353,2022-10-02T06:10:25.000Z,22.30465,39.1036
0.01,4.44,3.08,24.624,76.732,15.945,80.159,2022-10-02T06:40:25.000Z,22.30463,39.10362
0.01,17.06,2.38,0.785,78.084,138.814,80.606,2022-10-02T07:10:25.000Z,22.30463,39.10362
0.03,2.84,3.38,121.495,66.543,80.91,75.85,2022-10-02T07:40:25.000Z,22.30463,39.10362
0.02,25.6,4.92,112.62,76.799,115.942,79.382,2022-10-02T08:10:25.000Z,22.30463,39.10363
0.04,17.06,4.24,347.25,75.26,107.103,80.488,2022-10-02T08:40:25.000Z,22.30465,39.10362
0.02,1.26,2.22,25.641,79.923,208.768,78.691,2022-10-02T09:10:25.000Z,22.30465,39.10362
0.02,1.26,1.64,247.592,66.539,145.008,79.071,2022-10-02T09:40:25.000Z,22.30448,39.10377
0.03,1.3,1.38,262.14,68.128,264.872,77.865,2022-10-02T10:10:25.000Z,22.30465,39.1036
0.06,1.3,1.76,195.452,75.806,159.193,78.882,2022-10-02T10:40:25.000Z,22.30467,39.1036
0.07,25.6,2.12,254.476,78.778,206.565,79.147,2022-10-02T11:10:25.000Z,22.30467,39.1036
0.06,20.48,2.12,127.747,72.853,193.134,78.551,2022-10-02T12:10:25.000Z,22.30467,39.1036
0.04,17.06,1.68,291.801,80.601,187.001,78.721,2022-10-02T12:40:25.000Z,22.30468,39.10355
0.09,17.06,4.5,157.28,71.785,168.465,76.965,2022-10-02T13:10:25.000Z,22.30468,39.10357
0.03,9.3,2.5,211.504,79.575,197.103,79.396,2022-10-02T13:40:25.000Z,22.3047,39.10355
0.03,12.8,2.36,344.476,75.672,195.255,78.738,2022-10-02T14:10:25.000Z,22.3047,39.10357
0.04,1.28,2.26,238.51,71.611,208.237,78.564,2022-10-02T14:40:25.000Z,22.3047,39.1036
0.01,1.28,1.6,290.647,78.054,229.399,79.182,2022-10-02T15:10:25.000Z,22.3047,39.1036
0.03,6.02,4.1,288.435,79.384,150.642,80.298,2022-10-02T16:10:25.000Z,22.30468,39.10358
0.11,25.6,12.2,167.106,66.179,168.503,76.11,2022-10-02T17:10:25.000Z,22.3047,39.10355
0.05,25.6,8.8,171.254,78.917,147.295,76.427,2022-10-02T17:40:25.000Z,22.30468,39.10358
0.04,25.6,7.1,109.983,72.722,138.155,77.385,2022-10-02T18:10:25.000Z,22.30472,39.10358
0.07,17.06,9.72,172.304,78.015,175.657,77.828,2022-10-02T18:40:25.000Z,22.30467,39.10362
0.03,11.36,5.06,311.845,77.385,137.121,80.268,2022-10-02T19:10:25.000Z,22.30468,39.1036
0.06,17.06,7.74,148.799,77.672,85.84,78.814,2022-10-02T19:40:25.000Z,22.30468,39.1036
0.1,25.6,11.84,117.784,76.753,106.314,77.571,2022-10-02T20:10:25.000Z,22.3047,39.1036
0.02,25.6,7.72,245.898,79.363,227.911,79.357,2022-10-02T20:40:25.000Z,22.3047,39.10358
0.03,20.48,5.34,212.735,79.699,208.811,80.119,2022-10-02T21:10:25.000Z,22.3047,39.10358
0.03,20.48,7.02,168.69,78.359,256.373,79.672,2022-10-02T21:40:25.000Z,22.3047,39.1036
0.02,20.48,3.84,154.29,78.619,240.255,78.433,2022-10-02T22:10:25.000Z,22.3047,39.1036
0.04,20.48,8.04,334.904,77.497,54.246,79.799,2022-10-02T23:40:25.000Z,22.30467,39.1036
0.05,20.48,8.26,7.125,75.061,12.995,78.342,2022-10-03T00:10:25.000Z,22.30467,39.1036
0.02,20.48,4.22,136.109,76.564,127.235,79.775,2022-10-03T00:40:25.000Z,22.30465,39.1036
0.03,7.86,4.44,118.301,79.255,187.125,79.416,2022-10-03T01:10:25.000Z,22.30465,39.1036
0.04,20.48,7.14,266.885,74.972,249.326,78.753,2022-10-03T01:40:25.000Z,22.30463,39.1036
0.04,25.6,7.3,248.199,79.304,128.928,79.694,2022-10-03T02:10:25.000Z,22.30463,39.1036
0.04,20.48,8.62,152.885,73.271,207.44,78.674,2022-10-03T02:40:25.000Z,22.30463,39.1036
0.01,17.06,3.28,141.199,73.122,167.905,79.309,2022-10-03T03:10:25.000Z,22.30463,39.10358
0.02,5.68,3.86,102.155,78.351,101.535,79.023,2022-10-03T03:40:25.000Z,22.30465,39.1036
0.02,25.6,4.44,221.424,75.449,210.53,79.215,2022-10-03T04:10:25.000Z,22.30465,39.1036
0.06,20.48,8.34,34.439,75.819,85.914,77.039,2022-10-03T04:40:25.000Z,22.30462,39.1036
0.02,20.48,5.1,86.16,74.881,98.297,77.091,2022-10-03T05:10:25.000Z,22.30463,39.1036
0.05,25.6,8.9,135.988,70.612,130.462,75.533,2022-10-03T05:40:25.000Z,22.30463,39.10358
0.01,12.8,3.22,344.476,79.535,173.991,80.268,2022-10-03T06:40:25.000Z,22.30465,39.10362
0.02,20.48,4.7,272.213,72.361,267.01,75.528,2022-10-03T07:10:25.000Z,22.30465,39.10362
0.04,17.06,3.98,146.386,72.335,114.102,79.363,2022-10-03T08:10:25.000Z,22.30465,39.1036
0.05,25.6,3.48,187.907,79.576,166.608,79.3,2022-10-03T08:40:25.000Z,22.30465,39.1036
0.06,17.06,2.46,232.334,78.125,266.186,78.611,2022-10-03T09:10:25.000Z,22.30465,39.1036
0.06,1.42,1.5,241.056,74.817,221.186,79.327,2022-10-03T09:40:25.000Z,22.30465,39.10362
0.06,1.44,1.52,260.929,76.106,254.678,77.973,2022-10-03T10:10:25.000Z,22.30465,39.10358
0.08,1.44,1.94,235.874,70.212,238.299,79.43,2022-10-03T10:40:25.000Z,22.30465,39.10362
0.07,1.52,1.64,18.726,75.934,191.889,79.476,2022-10-03T11:10:25.000Z,22.30462,39.10362
0.06,1.52,1.7,219.078,73.933,231.605,78.305,2022-10-03T11:40:25.000Z,22.30465,39.10362
0.05,1.44,1.8,261.824,65.645,230.711,77.578,2022-10-03T12:10:25.000Z,22.30465,39.10362
0.03,1.28,1.56,268.345,73.857,153.435,77.775,2022-10-03T12:40:25.000Z,22.30467,39.1036
0.02,20.48,1.76,156.615,76.088,184.844,78.649,2022-10-03T13:10:25.000Z,22.30467,39.1036
0.03,1.28,2.22,181.685,78.288,162.474,80.235,2022-10-03T13:40:25.000Z,22.30467,39.1036
0.02,20.48,2.9,180.488,71.115,180.0,78.616,2022-10-03T14:10:25.000Z,22.30467,39.1036
0.01,14.62,2.64,29.578,79.326,125.311,79.855,2022-10-03T15:10:25.000Z,22.30468,39.1036
0.05,25.6,8.58,133.544,74.123,123.465,78.177,2022-10-03T15:40:25.000Z,22.30467,39.10357
0.02,7.3,4.38,47.816,77.532,225.0,80.748,2022-10-03T16:10:25.000Z,22.30465,39.10357
0.05,25.6,8.9,62.65,74.282,66.666,78.798,2022-10-03T16:40:25.000Z,22.30465,39.10357
0.08,25.6,11.0,54.045,73.755,41.878,77.882,2022-10-03T17:10:25.000Z,22.30467,39.1036
0.03,25.6,3.06,357.309,71.149,15.945,80.45,2022-10-03T17:40:25.000Z,22.30467,39.1036
0.01,20.48,4.06,254.65,78.906,304.38,80.112,2022-10-03T18:10:25.000Z,22.30468,39.1036
0.0,25.6,3.42,39.56,79.838,22.932,79.903,2022-10-03T18:40:25.000Z,22.30468,39.10358
0.01,25.6,8.4,317.121,77.943,306.552,78.117,2022-10-03T19:10:25.000Z,22.30468,39.10358
0.02,25.6,3.36,185.057,76.404,176.532,79.708,2022-10-03T19:40:25.000Z,22.30465,39.10357
0.08,20.48,11.48,241.348,76.526,247.011,78.138,2022-10-03T20:10:25.000Z,22.30465,39.10357
0.07,11.36,7.42,213.275,79.498,147.572,76.937,2022-10-03T20:40:25.000Z,22.30465,39.10358
0.02,25.6,3.76,100.211,74.268,128.418,79.549,2022-10-03T21:10:25.000Z,22.30465,39.1036
0.02,25.6,4.12,349.046,79.768,250.017,80.564,2022-10-03T21:40:25.000Z,22.30465,39.10358
0.01,25.6,5.6,190.454,69.26,186.944,74.545,2022-10-03T22:10:25.000Z,22.30465,39.10358
0.01,25.6,10.66,94.086,79.909,0.707,77.754,2022-10-03T22:40:25.000Z,22.30463,39.10358
0.06,25.6,9.6,270.0,80.512,160.017,80.096,2022-10-03T23:40:25.000Z,22.30465,39.10358
0.05,25.6,9.0,192.783,70.706,195.945,78.391,2022-10-04T00:10:25.000Z,22.30465,39.10358
0.04,17.06,7.4,310.292,78.604,237.724,80.134,2022-10-04T00:40:25.000Z,22.30462,39.10358
0.06,25.6,10.24,115.919,76.171,108.435,78.484,2022-10-04T01:10:25.000Z,22.30463,39.10358
0.05,25.6,8.88,305.822,74.249,293.334,78.798,2022-10-04T01:40:25.000Z,22.30465,39.1036
0.05,25.6,9.22,329.534,70.143,339.59,77.309,2022-10-04T02:10:25.000Z,22.30465,39.1036
0.04,25.6,8.74,338.199,79.522,331.699,79.85,2022-10-04T02:40:25.000Z,22.30463,39.10358
0.01,20.48,3.8,354.036,75.504,164.055,80.74,2022-10-04T03:10:25.000Z,22.30463,39.10358
0.02,6.4,3.66,68.199,80.386,77.471,80.295,2022-10-04T03:40:25.000Z,22.30462,39.10358
0.01,20.48,5.22,146.497,77.583,157.714,78.374,2022-10-04T04:10:25.000Z,22.30463,39.10358
0.04,11.36,5.82,122.856,76.369,112.068,79.432,2022-10-04T04:40:25.000Z,22.30463,39.1036
0.04,14.62,5.46,97.962,75.093,112.011,78.995,2022-10-04T05:10:25.000Z,22.30463,39.1036
0.01,1.96,2.92,329.404,69.647,37.747,79.461,2022-10-04T05:40:25.000Z,22.30467,39.1036
0.01,17.06,3.2,339.677,75.111,360.0,80.671,2022-10-04T06:10:25.000Z,22.30467,39.1036
0.02,7.3,3.78,127.921,76.589,81.254,80.506,2022-10-04T06:40:25.000Z,22.30463,39.1036
0.02,25.6,3.36,80.134,80.099,128.157,80.32,2022-10-04T07:10:25.000Z,22.30463,39.1036
0.02,17.06,3.98,222.316,77.357,172.504,79.496,2022-10-04T07:40:25.000Z,22.30465,39.10362
0.02,25.6,4.06,308.437,74.386,313.122,77.535,2022-10-04T08:10:25.000Z,22.30465,39.10362
0.03,7.3,4.56,100.376,78.118,153.435,79.959,2022-10-04T08:40:25.000Z,22.30467,39.1036
0.03,2.92,2.92,40.659,72.018,79.315,78.864,2022-10-04T09:10:25.000Z,22.30467,39.1036
0.01,1.76,2.0,108.925,78.043,127.875,80.12,2022-10-04T09:40:25.000Z,22.30462,39.10368
0.02,1.26,2.16,168.232,79.063,160.974,79.804,2022-10-04T10:10:25.000Z,22.30467,39.1036
0.04,17.06,3.06,198.768,76.599,214.854,78.279,2022-10-04T10:40:25.000Z,22.30468,39.10362
0.03,17.06,2.42,65.462,79.0,340.56,79.588,2022-10-04T11:10:25.000Z,22.30465,39.10362
0.05,25.6,2.1,105.124,77.934,163.61,78.895,2022-10-04T11:40:25.000Z,22.3047,39.10362
0.07,20.48,2.26,359.284,74.422,293.499,80.029,2022-10-04T12:10:25.000Z,22.3047,39.10362
0.05,1.48,1.5,261.87,75.219,220.855,79.067,2022-10-04T12:40:25.000Z,22.30465,39.10363
0.05,1.52,1.6,59.34,72.936,308.66,79.492,2022-10-04T13:10:25.000Z,22.30467,39.10362
0.04,1.52,1.54,118.511,73.365,179.091,78.493,2022-10-04T13:40:25.000Z,22.3047,39.10358
0.04,20.48,2.4,308.367,77.306,228.504,79.642,2022-10-04T14:10:25.000Z,22.30472,39.1036
0.03,2.76,2.62,80.189,62.983,78.111,77.892,2022-10-04T14:40:25.000Z,22.30473,39.10362
0.01,11.36,2.36,122.33,77.237,107.819,79.855,2022-10-04T15:40:25.000Z,22.30473,39.10358
0.02,20.48,3.58,189.652,74.891,169.38,79.071,2022-10-04T16:10:25.000Z,22.30472,39.10357
0.03,10.24,4.68,159.55,78.495,238.392,80.422,2022-10-04T16:40:25.000Z,22.30468,39.10358
0.04,8.52,5.0,138.205,73.684,318.468,79.155,2022-10-04T17:10:25.000Z,22.30472,39.10358
0.0,20.48,4.84,15.327,75.281,25.498,78.124,2022-10-04T17:40:25.000Z,22.30475,39.1036
0.02,17.06,3.58,125.049,77.72,154.231,77.108,2022-10-04T18:10:25.000Z,22.30468,39.10358
0.02,25.6,9.14,180.281,72.501,175.846,73.578,2022-10-04T18:40:25.000Z,22.30472,39.1036
0.02,2.92,2.9,15.803,58.172,332.403,79.038,2022-10-04T19:10:25.000Z,22.30472,39.1036
0.05,25.6,8.32,349.725,73.826,347.005,76.125,2022-10-04T19:40:25.000Z,22.30472,39.10358
0.08,25.6,10.56,151.056,74.817,157.286,79.161,2022-10-04T20:10:25.000Z,22.3047,39.10362
0.05,11.36,6.5,341.737,76.745,14.036,80.701,2022-10-04T20:40:25.000Z,22.3047,39.10358
0.05,25.6,9.94,149.036,80.333,360.0,79.872,2022-10-04T22:10:25.000Z,22.3047,39.1036
0.03,11.36,5.38,315.481,77.624,211.329,79.955,2022-10-04T22:40:25.000Z,22.30468,39.10358
0.02,25.6,5.36,43.603,75.067,78.559,77.56,2022-10-04T23:10:25.000Z,22.3047,39.10358
0.06,25.6,10.16,86.634,79.668,77.196,80.13,2022-10-04T23:40:25.000Z,22.3047,39.1036
0.01,25.6,7.92,324.118,76.296,358.919,78.901,2022-10-05T00:10:25.000Z,22.3047,39.1036
0.02,25.6,4.36,95.87,76.65,74.578,79.828,2022-10-05T00:40:25.000Z,22.30468,39.10358
0.06,25.6,10.2,342.646,79.012,19.654,80.438,2022-10-05T01:10:25.000Z,22.30468,39.10358
0.01,25.6,3.0,342.255,79.982,310.601,79.926,2022-10-05T01:40:25.000Z,22.30467,39.1036
0.03,14.62,5.7,67.932,76.137,68.703,78.481,2022-10-05T02:40:25.000Z,22.30463,39.10358
0.04,25.6,8.74,6.71,79.661,67.834,79.865,2022-10-05T03:10:25.000Z,22.30463,39.10358
0.05,25.6,9.28,138.082,73.376,142.046,78.477,2022-10-05T03:40:25.000Z,22.30465,39.10358
0.02,20.48,4.82,63.159,73.291,56.083,78.212,2022-10-05T04:10:25.000Z,22.30465,39.10358
0.02,20.48,5.32,338.091,77.001,333.034,75.794,2022-10-05T04:40:25.000Z,22.30465,39.10358
0.04,20.48,6.44,131.673,70.724,126.545,76.724,2022-10-05T05:40:25.000Z,22.30465,39.10358
0.01,25.6,3.0,157.38,77.341,175.914,80.471,2022-10-05T06:10:25.000Z,22.30465,39.10358
0.02,25.6,4.24,115.076,68.468,125.538,77.902,2022-10-05T08:10:25.000Z,22.30465,39.10362
0.04,20.48,4.74,41.576,77.677,149.216,78.832,2022-10-05T08:40:25.000Z,22.30467,39.10362
0.02,25.6,2.92,156.954,72.823,132.58,76.946,2022-10-05T09:10:25.000Z,22.30467,39.10362
0.01,25.6,2.7,297.867,77.032,151.699,80.442,2022-10-05T09:40:25.000Z,22.30467,39.1036
0.02,17.06,2.36,207.031,76.547,168.111,80.256,2022-10-05T10:10:25.000Z,22.30467,39.1036
0.03,12.8,2.22,65.41,78.417,124.509,80.256,2022-10-05T10:40:25.000Z,22.30467,39.1036
0.02,1.28,1.92,193.201,77.664,153.947,79.02,2022-10-05T11:10:25.000Z,22.30462,39.1036
0.05,1.48,1.96,222.642,70.861,153.768,77.923,2022-10-05T11:40:25.000Z,22.30467,39.1036
0.06,20.48,1.96,186.557,77.483,148.57,79.34,2022-10-05T12:10:25.000Z,22.30468,39.1036
0.02,25.6,2.48,130.4,78.546,144.782,80.2,2022-10-05T12:40:25.000Z,22.30467,39.1036
0.06,8.52,2.88,173.234,78.64,171.404,77.507,2022-10-05T13:10:25.000Z,22.30467,39.1036
0.1,17.06,5.62,164.659,71.145,162.693,75.086,2022-10-05T13:40:25.000Z,22.30465,39.10358
0.04,2.56,2.46,280.521,61.838,317.291,80.325,2022-10-05T14:10:25.000Z,22.30467,39.10362
0.03,1.32,2.34,198.435,70.155,128.367,78.567,2022-10-05T14:40:25.000Z,22.30467,39.1036
0.02,20.48,2.62,250.283,73.39,249.326,78.753,2022-10-05T15:10:25.000Z,22.3047,39.1036
0.04,9.3,4.4,289.335,78.6,114.326,77.791,2022-10-05T15:40:25.000Z,22.30467,39.10358
0.02,17.06,3.7,92.322,78.04,90.0,80.032,2022-10-05T16:10:25.000Z,22.30467,39.10357
0.02,2.16,2.46,89.521,65.28,151.844,77.774,2022-10-05T16:40:25.000Z,22.30473,39.10362
0.01,20.48,3.4,8.448,76.878,349.992,80.342,2022-10-05T17:10:25.000Z,22.30472,39.10362
0.05,25.6,9.64,303.69,76.171,270.0,77.299,2022-10-05T17:40:25.000Z,22.30468,39.10362
0.02,25.6,4.74,211.608,77.947,126.384,79.137,2022-10-05T18:40:25.000Z,22.30468,39.10358
0.07,17.06,8.28,162.745,75.356,153.435,78.601,2022-10-05T19:40:25.000Z,22.3047,39.10362
0.12,20.48,12.54,250.78,76.32,235.751,78.744,2022-10-05T20:10:25.000Z,22.30468,39.1036
0.04,25.6,6.7,13.219,67.831,19.626,75.41,2022-10-05T21:40:25.000Z,22.30465,39.1036
0.04,12.8,6.64,209.827,73.864,230.356,79.208,2022-10-05T22:10:25.000Z,22.30467,39.1036
0.02,25.6,9.48,278.637,77.8,313.831,79.644,2022-10-05T22:40:25.000Z,22.30468,39.10358
0.03,20.48,5.82,245.556,78.599,146.31,80.455,2022-10-05T23:10:25.000Z,22.30468,39.10358
0.06,25.6,10.68,289.747,79.37,247.38,80.512,2022-10-05T23:40:25.000Z,22.30467,39.1036
0.05,25.6,9.52,2.235,72.449,9.123,75.333,2022-10-06T00:10:25.000Z,22.30465,39.1036
0.02,25.6,3.84,285.173,78.57,289.983,80.096,2022-10-06T01:10:25.000Z,22.30465,39.10358
0.03,25.6,4.54,90.0,79.671,290.225,79.408,2022-10-06T01:40:25.000Z,22.30467,39.10358
0.05,25.6,8.6,181.317,77.505,174.999,77.783,2022-10-06T02:10:25.000Z,22.30467,39.10358
0.02,14.62,4.46,74.055,77.491,2.42,78.163,2022-10-06T02:40:25.000Z,22.30465,39.10358
0.04,25.6,9.3,182.603,79.265,49.399,80.295,2022-10-06T03:10:25.000Z,22.30467,39.10358
0.02,25.6,7.96,144.537,77.398,126.314,76.841,2022-10-06T04:10:25.000Z,22.30463,39.10358
0.06,25.6,9.6,306.964,76.069,310.914,78.635,2022-10-06T05:10:25.000Z,22.30465,39.10358
0.02,25.6,2.64,143.973,78.289,152.7,79.635,2022-10-06T05:40:25.000Z,22.30465,39.1036
0.01,25.6,2.4,192.147,71.426,162.897,79.396,2022-10-06T06:10:25.000Z,22.30472,39.10363
0.01,17.06,4.3,89.725,72.323,116.086,76.679,2022-10-06T06:40:25.000Z,22.30465,39.10358
0.02,17.06,4.4,337.257,72.026,337.714,78.374,2022-10-06T07:10:25.000Z,22.30465,39.10358
0.06,25.6,9.06,179.628,74.681,135.909,79.244,2022-10-06T07:40:25.000Z,22.30468,39.1036
0.03,8.52,3.46,108.116,73.971,92.246,78.981,2022-10-06T08:10:25.000Z,22.30468,39.1036
0.05,12.8,5.72,127.067,73.808,153.435,76.754,2022-10-06T08:40:25.000Z,22.3047,39.1036
0.02,20.48,3.22,209.836,77.862,211.43,80.189,2022-10-06T09:10:25.000Z,22.3047,39.10358
0.02,2.42,2.76,327.095,78.586,161.565,80.526,2022-10-06T09:40:25.000Z,22.3047,39.1036
0.02,25.6,4.32,66.873,76.783,67.38,78.942,2022-10-06T10:10:25.000Z,22.3047,39.1036
0.04,20.48,4.06,220.44,76.312,203.532,78.305,2022-10-06T10:40:25.000Z,22.3047,39.10358
0.03,20.48,3.26,360.0,78.371,315.0,80.86,2022-10-06T11:10:25.000Z,22.3047,39.10358
0.08,20.48,2.92,189.09,77.962,169.287,79.523,2022-10-06T11:40:25.000Z,22.30472,39.10358
0.07,25.6,2.3,347.969,75.928,250.907,79.931,2022-10-06T12:10:25.000Z,22.30472,39.10358
0.05,1.5,1.56,307.304,79.976,190.954,78.488,2022-10-06T12:40:25.000Z,22.30465,39.10362
0.05,1.48,1.84,269.401,68.728,220.156,79.353,2022-10-06T13:10:25.000Z,22.30472,39.1036
0.07,1.56,1.88,236.045,70.893,236.802,77.1,2022-10-06T13:40:25.000Z,22.3047,39.10358
0.07,1.56,1.82,120.79,73.992,202.218,77.932,2022-10-06T14:10:25.000Z,22.3047,39.1036
0.07,1.56,1.84,166.271,73.504,234.36,78.403,2022-10-06T14:40:25.000Z,22.30468,39.10362
0.05,1.56,1.72,107.082,72.639,231.953,79.863,2022-10-06T15:10:25.000Z,22.3047,39.10365
0.04,1.54,1.68,64.242,74.475,183.366,79.668,2022-10-06T15:40:25.000Z,22.30472,39.10358
0.03,25.6,3.1,124.287,79.967,34.38,80.112,2022-10-06T16:10:25.000Z,22.30472,39.10355
0.02,14.62,2.22,22.671,77.564,80.538,80.059,2022-10-06T16:40:25.000Z,22.30473,39.1036
0.03,6.82,4.0,14.744,77.854,276.17,79.541,2022-10-06T17:10:25.000Z,22.30473,39.1036
0.02,5.68,3.6,253.465,75.556,4.086,79.909,2022-10-06T17:40:25.000Z,22.30473,39.10358
0.01,4.08,3.02,25.168,77.311,252.646,80.362,2022-10-06T18:10:25.000Z,22.30472,39.10358
0.01,3.92,3.34,187.667,74.534,195.255,80.12,2022-10-06T18:40:25.000Z,22.3047,39.10363
0.09,20.48,11.2,170.278,68.581,172.535,75.014,2022-10-06T19:10:25.000Z,22.30472,39.1036
0.03,25.6,7.36,90.0,78.942,36.703,78.265,2022-10-06T19:40:25.000Z,22.30475,39.10363
0.12,25.6,12.32,360.0,80.671,56.31,80.311,2022-10-06T20:10:25.000Z,22.30473,39.1036
0.06,20.48,8.88,31.504,70.229,33.69,77.675,2022-10-06T20:40:25.000Z,22.30472,39.10362
0.01,25.6,10.3,283.029,75.951,288.435,78.999,2022-10-06T21:10:25.000Z,22.3047,39.10362
0.02,25.6,8.66,206.565,79.418,148.134,79.284,2022-10-06T21:40:25.000Z,22.30472,39.10358
0.03,14.62,6.04,24.044,78.159,329.744,80.476,2022-10-06T22:10:25.000Z,22.3047,39.10358
0.03,9.3,5.1,170.538,78.583,113.199,80.119,2022-10-06T22:40:25.000Z,22.3047,39.10358
0.02,25.6,14.7,213.949,73.361,192.619,75.394,2022-10-06T23:10:25.000Z,22.3047,39.1036
0.02,20.48,3.52,195.524,74.876,158.714,77.687,2022-10-06T23:40:25.000Z,22.30468,39.1036
0.02,25.6,7.12,183.059,75.655,175.236,76.616,2022-10-07T00:40:25.000Z,22.30465,39.10357
0.02,25.6,12.92,250.866,78.948,231.52,79.031,2022-10-07T01:10:25.000Z,22.30465,39.10357
0.05,25.6,8.32,324.389,73.466,336.413,77.9,2022-10-07T02:10:25.000Z,22.30465,39.10358
0.04,20.48,7.3,202.834,70.554,208.142,77.069,2022-10-07T02:40:25.000Z,22.30463,39.10358
0.02,6.02,3.58,357.614,80.072,42.274,79.243,2022-10-07T03:40:25.000Z,22.30465,39.10358
0.05,25.6,9.5,57.426,77.571,144.273,75.262,2022-10-07T04:10:25.000Z,22.30465,39.10357
0.03,6.82,4.08,6.87,77.647,87.709,80.031,2022-10-07T04:40:25.000Z,22.30465,39.10358
0.02,25.6,4.3,343.698,76.53,343.496,79.905,2022-10-07T05:10:25.000Z,22.30465,39.10358
0.01,25.6,3.44,139.97,78.4,136.042,79.473,2022-10-07T05:40:25.000Z,22.30467,39.10358
0.02,3.0,2.6,294.297,71.519,301.504,79.575,2022-10-07T06:10:25.000Z,22.30467,39.10358
0.02,20.48,4.92,193.57,76.156,212.152,79.374,2022-10-07T07:10:25.000Z,22.30465,39.1036
0.03,25.6,4.02,150.255,73.67,143.393,79.283,2022-10-07T07:40:25.000Z,22.30467,39.10358
0.03,8.52,5.14,320.029,73.666,271.848,79.791,2022-10-07T08:10:25.000Z,22.30467,39.10358
0.03,14.62,4.56,116.259,74.109,233.616,80.088,2022-10-07T08:40:25.000Z,22.30468,39.10358
0.01,20.48,2.44,278.746,79.98,315.0,80.86,2022-10-07T09:10:25.000Z,22.30468,39.10358
0.02,1.34,1.8,238.956,64.911,292.479,79.776,2022-10-07T09:40:25.000Z,22.30468,39.10358
0.04,25.6,1.98,0.774,78.043,233.673,79.34,2022-10-07T10:10:25.000Z,22.30468,39.10357
0.05,20.48,2.26,195.668,77.582,203.199,78.579,2022-10-07T10:40:25.000Z,22.3047,39.10357
0.05,25.6,2.04,63.947,79.02,175.333,79.057,2022-10-07T11:10:25.000Z,22.30468,39.10357
0.1,25.6,2.5,317.175,78.783,203.499,79.017,2022-10-07T11:40:25.000Z,22.30468,39.10355
0.11,20.48,2.54,159.146,79.229,193.191,78.382,2022-10-07T12:10:25.000Z,22.30472,39.10357
0.03,1.28,2.06,123.299,70.705,169.796,78.991,2022-10-07T12:40:25.000Z,22.30462,39.10357
0.05,1.38,1.72,188.683,72.441,258.232,80.052,2022-10-07T13:10:25.000Z,22.30473,39.10355
0.05,17.06,2.16,252.582,78.883,215.863,76.866,2022-10-07T13:40:25.000Z,22.30473,39.10355
0.06,20.48,2.3,33.69,80.599,200.072,78.805,2022-10-07T14:10:25.000Z,22.30473,39.10357
0.05,1.34,1.82,213.341,69.383,204.864,79.219,2022-10-07T14:40:25.000Z,22.30472,39.1036
0.04,2.84,1.78,87.836,66.002,149.744,79.361,2022-10-07T15:10:25.000Z,22.30472,39.10358
0.02,20.48,3.12,53.746,72.474,58.201,78.664,2022-10-07T15:40:25.000Z,22.30472,39.10355
0.02,25.6,6.12,1.672,75.405,332.969,78.82,2022-10-07T16:10:25.000Z,22.30472,39.10355
0.08,25.6,11.42,59.349,79.776,176.143,77.415,2022-10-07T16:40:25.000Z,22.30475,39.10362
0.03,20.48,4.52,317.675,74.789,309.883,77.169,2022-10-07T17:10:25.000Z,22.30473,39.10362
0.03,11.36,5.48,7.907,79.576,216.529,79.687,2022-10-07T17:40:25.000Z,22.30472,39.1036
0.03,20.48,6.84,337.751,78.153,7.853,79.861,2022-10-07T18:10:25.000Z,22.30472,39.1036
0.01,6.02,3.4,237.995,79.9,104.036,80.701,2022-10-07T18:40:25.000Z,22.30472,39.10362
0.02,25.6,4.28,169.928,74.665,151.294,79.109,2022-10-07T19:10:25.000Z,22.3047,39.1036
0.06,25.6,9.3,266.424,79.749,246.501,80.029,2022-10-07T19:40:25.000Z,22.3047,39.10358
0.13,25.6,12.82,183.27,78.202,197.56,77.678,2022-10-07T20:10:25.000Z,22.3047,39.1036
