significantWaveHeight,peakPeriod,meanPeriod,peakDirection,peakDirectionalSpread,meanDirection,meanDirectionalSpread,timestamp,latitude,longitude
0.02,17.06,3.36,353.418,79.985,159.146,80.134,2022-07-04T14:10:25.000Z,22.30467,39.10358
0.02,6.4,3.88,244.036,75.794,180.0,80.989,2022-07-04T14:40:25.000Z,22.30463,39.10358
0.04,25.6,7.82,50.826,79.637,105.945,80.159,2022-07-04T15:10:25.000Z,22.30465,39.10358
0.01,25.6,2.88,147.875,76.902,160.346,80.438,2022-07-04T15:40:25.000Z,22.30463,39.10358
0.01,25.6,9.54,232.745,77.415,255.651,79.251,2022-07-04T16:10:25.000Z,22.30465,39.10358
0.02,25.6,6.34,277.431,80.105,310.815,79.869,2022-07-04T16:40:25.000Z,22.30467,39.10358
0.01,25.6,3.88,51.389,73.368,60.422,77.586,2022-07-04T17:10:25.000Z,22.30467,39.10358
0.02,20.48,3.9,208.072,73.99,195.422,78.61,2022-07-04T17:40:25.000Z,22.30465,39.10357
0.02,25.6,5.28,356.634,79.668,359.132,78.371,2022-07-04T18:10:25.000Z,22.30465,39.10357
0.07,25.6,10.04,163.856,79.446,104.036,80.537,2022-07-04T19:10:25.000Z,22.30465,39.10358
0.08,20.48,10.56,147.036,70.855,140.959,72.183,2022-07-04T19:40:25.000Z,22.30443,39.10387
0.11,25.6,13.02,141.605,78.305,147.137,75.513,2022-07-04T20:10:25.000Z,22.30462,39.1036
0.05,25.6,8.8,327.771,78.845,351.384,79.696,2022-07-04T20:40:25.000Z,22.30463,39.10357
0.03,25.6,4.8,360.0,75.024,90.0,79.952,2022-07-04T21:10:25.000Z,22.30463,39.10357
0.06,25.6,9.68,21.393,76.792,26.053,76.959,2022-07-04T21:40:25.000Z,22.30462,39.10358
0.03,11.36,5.02,170.608,69.536,181.042,78.82,2022-07-04T22:40:25.000Z,22.30465,39.1036
0.08,25.6,11.02,225.0,80.354,155.323,79.4,2022-07-04T23:10:25.000Z,22.30465,39.1036
0.07,25.6,9.42,36.209,78.232,325.305,79.766,2022-07-04T23:40:25.000Z,22.30463,39.1036
0.02,17.06,3.86,138.18,78.983,170.538,80.545,2022-07-05T00:10:25.000Z,22.30463,39.1036
0.03,20.48,7.28,161.565,80.274,9.36,77.29,2022-07-05T01:10:25.000Z,22.30463,39.10358
0.03,20.48,6.5,8.973,77.922,3.27,79.628,2022-07-05T01:40:25.000Z,22.30465,39.10358
0.07,25.6,10.58,137.978,76.023,158.629,79.048,2022-07-05T02:10:25.000Z,22.30465,39.10358
0.1,25.6,12.18,238.276,78.426,240.832,79.054,2022-07-05T02:40:25.000Z,22.30465,39.10355
0.04,17.06,7.02,330.124,71.931,343.072,79.101,2022-07-05T03:10:25.000Z,22.30465,39.10355
0.05,25.6,10.98,254.476,70.76,265.668,75.604,2022-07-05T03:40:25.000Z,22.30467,39.10357
0.04,25.6,8.78,309.455,75.009,334.847,75.83,2022-07-05T04:10:25.000Z,22.30467,39.10358
0.07,25.6,10.56,27.646,73.133,6.582,76.771,2022-07-05T04:40:25.000Z,22.30463,39.10358
0.09,25.6,10.04,238.684,74.104,253.887,77.229,2022-07-05T05:10:25.000Z,22.30463,39.10358
0.09,25.6,11.42,280.105,76.858,318.366,79.098,2022-07-05T05:40:25.000Z,22.30465,39.10357
0.03,25.6,6.16,62.835,77.572,70.71,79.332,2022-07-05T06:10:25.000Z,22.30467,39.10358
0.01,20.48,4.72,178.591,70.705,185.412,77.157,2022-07-05T06:40:25.000Z,22.30467,39.10358
0.04,14.62,6.36,332.158,74.397,29.358,78.817,2022-07-05T07:10:25.000Z,22.30467,39.10357
0.03,8.52,4.7,301.759,79.048,337.249,79.686,2022-07-05T07:40:25.000Z,22.30467,39.10357
0.01,25.6,5.86,340.115,74.855,338.199,77.986,2022-07-05T08:10:25.000Z,22.30467,39.10358
0.03,20.48,4.24,151.39,79.526,100.954,79.768,2022-07-05T08:40:25.000Z,22.30467,39.1036
0.01,25.6,5.78,55.491,78.688,159.444,80.007,2022-07-05T09:10:25.000Z,22.30467,39.1036
0.01,25.6,5.92,195.824,72.926,209.002,76.75,2022-07-05T09:40:25.000Z,22.30467,39.1036
0.03,25.6,3.62,148.364,75.64,147.45,78.789,2022-07-05T10:40:25.000Z,22.30465,39.1036
0.08,20.48,9.48,107.48,73.128,111.161,76.978,2022-07-05T11:10:25.000Z,22.30467,39.1036
0.05,17.06,7.16,111.161,74.155,110.016,74.895,2022-07-05T11:40:25.000Z,22.30468,39.10362
0.02,25.6,3.38,337.521,77.21,309.289,80.464,2022-07-05T12:10:25.000Z,22.30468,39.10362
0.02,2.38,2.62,203.962,58.353,277.815,78.963,2022-07-05T12:40:25.000Z,22.30468,39.10362
0.0,25.6,6.7,201.801,74.356,197.447,78.068,2022-07-05T13:10:25.000Z,22.30468,39.10362
0.01,25.6,3.44,31.307,72.671,33.232,78.234,2022-07-05T13:40:25.000Z,22.30468,39.1036
0.02,6.02,4.12,143.13,80.232,110.556,80.689,2022-07-05T14:10:25.000Z,22.30468,39.1036
0.04,20.48,7.68,24.821,77.459,90.0,80.671,2022-07-05T14:40:25.000Z,22.3047,39.10358
0.01,25.6,3.82,31.504,79.575,17.354,80.362,2022-07-05T15:10:25.000Z,22.3047,39.10358
0.01,1.72,1.94,210.069,77.473,270.0,79.791,2022-07-05T15:40:25.000Z,22.30468,39.1036
0.05,25.6,9.22,308.089,71.113,11.31,78.776,2022-07-05T16:10:25.000Z,22.30468,39.1036
0.01,14.62,3.58,216.491,77.349,65.225,80.459,2022-07-05T16:40:25.000Z,22.30467,39.10355
0.02,25.6,4.64,114.034,74.334,112.797,78.008,2022-07-05T17:10:25.000Z,22.30467,39.10355
0.07,25.6,10.3,265.914,79.909,262.875,79.741,2022-07-05T17:40:25.000Z,22.30467,39.10355
0.05,25.6,9.5,319.62,75.26,326.514,77.881,2022-07-05T18:10:25.000Z,22.30467,39.10355
0.06,25.6,9.44,360.0,77.672,288.435,79.511,2022-07-05T18:40:25.000Z,22.30467,39.10355
0.04,25.6,6.1,122.905,79.408,184.764,80.55,2022-07-05T19:10:25.000Z,22.30467,39.10355
0.08,20.48,10.54,143.909,75.603,160.641,77.86,2022-07-05T19:40:25.000Z,22.30467,39.10355
0.08,25.6,10.68,171.61,69.008,180.0,74.938,2022-07-05T20:10:25.000Z,22.30467,39.10355
0.05,25.6,9.42,172.569,79.17,52.431,79.056,2022-07-05T20:40:25.000Z,22.30468,39.10357
0.06,25.6,9.3,206.565,74.09,180.0,78.248,2022-07-05T21:10:25.000Z,22.30468,39.1036
0.06,25.6,9.88,307.942,78.009,74.745,79.662,2022-07-05T21:40:25.000Z,22.30468,39.10358
0.05,25.6,9.66,323.049,75.22,344.521,78.312,2022-07-05T22:10:25.000Z,22.30468,39.10358
0.01,17.06,6.18,229.304,78.373,250.017,79.626,2022-07-05T22:40:25.000Z,22.30465,39.10358
0.06,14.62,6.56,170.34,75.151,154.25,77.201,2022-07-05T23:10:25.000Z,22.30465,39.10358
0.07,25.6,6.08,52.152,73.23,70.75,78.341,2022-07-05T23:40:25.000Z,22.30465,39.1036
0.02,25.6,3.08,127.84,75.202,132.316,77.357,2022-07-06T00:40:25.000Z,22.30462,39.1036
0.02,25.6,4.98,84.806,80.59,33.69,80.455,2022-07-06T01:40:25.000Z,22.30467,39.1036
0.09,20.48,12.12,69.027,78.442,34.854,78.279,2022-07-06T02:10:25.000Z,22.30467,39.1036
0.1,25.6,11.92,89.384,77.257,96.009,78.726,2022-07-06T02:40:25.000Z,22.30465,39.10357
0.06,25.6,10.62,110.966,76.356,128.157,78.157,2022-07-06T03:10:25.000Z,22.30465,39.10357
0.04,25.6,9.0,278.036,73.917,300.203,77.898,2022-07-06T03:40:25.000Z,22.30465,39.10357
0.04,20.48,8.48,327.121,71.989,323.259,77.44,2022-07-06T04:10:25.000Z,22.30465,39.10357
0.05,20.48,8.22,330.866,75.294,318.059,77.267,2022-07-06T04:40:25.000Z,22.30465,39.10357
0.11,25.6,13.34,175.707,66.501,177.833,73.331,2022-07-06T05:10:25.000Z,22.30465,39.10357
0.09,25.6,12.62,267.647,71.825,238.173,76.866,2022-07-06T05:40:25.000Z,22.30467,39.10358
0.01,17.06,3.64,210.763,79.069,159.444,80.349,2022-07-06T06:10:25.000Z,22.30467,39.10358
0.02,25.6,3.16,209.82,73.16,197.281,79.14,2022-07-06T06:40:25.000Z,22.30465,39.10358
0.02,17.06,3.92,205.408,77.442,251.565,79.128,2022-07-06T07:10:25.000Z,22.30465,39.10358
0.02,2.68,3.46,59.82,64.441,74.219,79.113,2022-07-06T07:40:25.000Z,22.30465,39.1036
0.01,25.6,10.34,307.304,75.62,343.856,77.832,2022-07-06T08:10:25.000Z,22.30465,39.1036
0.06,25.6,8.7,57.265,75.572,334.983,80.37,2022-07-06T08:40:25.000Z,22.30463,39.1036
0.02,20.48,2.96,281.094,76.802,256.551,79.133,2022-07-06T09:10:25.000Z,22.30465,39.1036
0.03,2.48,2.84,189.211,74.855,75.174,79.623,2022-07-06T09:40:25.000Z,22.30467,39.1036
0.03,1.3,2.3,230.528,78.368,176.987,80.271,2022-07-06T10:10:25.000Z,22.30467,39.1036
0.04,25.6,3.16,190.394,73.911,187.431,78.224,2022-07-06T10:40:25.000Z,22.30463,39.10358
0.03,11.36,2.44,82.801,77.143,1.637,79.63,2022-07-06T11:10:25.000Z,22.30467,39.10358
0.03,3.92,3.0,98.448,67.821,90.0,80.472,2022-07-06T11:40:25.000Z,22.30467,39.1036
0.02,2.16,2.56,262.495,59.736,263.66,80.669,2022-07-06T12:10:25.000Z,22.30467,39.1036
0.01,2.22,2.44,9.372,72.288,83.418,78.928,2022-07-06T12:40:25.000Z,22.30472,39.10362
0.02,25.6,3.22,185.156,69.653,182.886,76.164,2022-07-06T13:10:25.000Z,22.30465,39.10362
0.02,17.06,3.16,132.51,79.071,153.435,80.228,2022-07-06T14:10:25.000Z,22.30467,39.10358
0.02,25.6,4.16,19.128,73.419,21.318,77.464,2022-07-06T14:40:25.000Z,22.30467,39.10358
0.01,25.6,3.1,342.387,75.612,331.699,78.655,2022-07-06T15:10:25.000Z,22.30467,39.10358
0.01,17.06,4.74,288.778,78.909,217.569,80.376,2022-07-06T16:10:25.000Z,22.30465,39.10362
0.02,25.6,5.44,152.354,74.166,159.775,77.755,2022-07-06T16:40:25.000Z,22.30465,39.1036
0.06,20.48,8.88,319.548,75.923,271.042,78.82,2022-07-06T17:10:25.000Z,22.30465,39.10358
0.07,25.6,9.88,211.891,76.716,241.39,77.994,2022-07-06T17:40:25.000Z,22.30467,39.10355
0.05,25.6,8.9,127.131,77.473,205.677,78.71,2022-07-06T18:10:25.000Z,22.30467,39.10355
0.07,25.6,11.1,343.94,72.41,345.256,77.04,2022-07-06T18:40:25.000Z,22.30465,39.10358
0.06,25.6,10.18,142.539,77.091,139.994,78.079,2022-07-06T19:10:25.000Z,22.30465,39.10358
0.08,25.6,10.2,180.0,80.87,170.538,80.059,2022-07-06T20:10:25.000Z,22.30467,39.10358
0.05,20.48,7.56,31.43,76.738,110.556,80.689,2022-07-06T20:40:25.000Z,22.30465,39.10358
0.05,25.6,9.4,7.237,78.473,318.814,80.182,2022-07-06T21:10:25.000Z,22.30463,39.10358
0.05,25.6,9.32,90.512,76.464,55.763,77.503,2022-07-06T21:40:25.000Z,22.30465,39.10357
0.05,25.6,8.46,105.558,73.438,123.366,79.06,2022-07-06T22:10:25.000Z,22.30467,39.10357
0.02,20.48,3.9,175.061,77.742,178.152,79.791,2022-07-06T22:40:25.000Z,22.30465,39.1036
0.07,25.6,11.26,43.568,78.756,43.919,79.53,2022-07-06T23:10:25.000Z,22.30465,39.1036
0.05,20.48,8.5,1.672,75.405,352.333,78.923,2022-07-06T23:40:25.000Z,22.30463,39.10358
0.04,25.6,9.1,336.218,75.75,344.578,78.61,2022-07-07T00:10:25.000Z,22.30465,39.1036
0.04,25.6,9.06,199.564,75.772,223.152,80.155,2022-07-07T00:40:25.000Z,22.30463,39.1036
0.03,25.6,8.7,186.789,79.336,180.0,79.912,2022-07-07T01:10:25.000Z,22.30463,39.10358
0.04,20.48,7.18,128.972,76.36,112.306,79.341,2022-07-07T01:40:25.000Z,22.30465,39.10358
0.08,25.6,11.06,193.241,78.213,128.089,79.145,2022-07-07T02:10:25.000Z,22.30465,39.10358
0.09,25.6,10.84,266.82,78.858,189.782,79.855,2022-07-07T02:40:25.000Z,22.30467,39.10357
0.04,20.48,8.86,340.286,75.812,3.814,78.611,2022-07-07T03:10:25.000Z,22.30467,39.10358
0.01,25.6,4.14,337.4,71.503,340.735,76.586,2022-07-07T03:40:25.000Z,22.30468,39.10357
0.05,25.6,9.76,328.968,75.129,313.363,78.031,2022-07-07T04:10:25.000Z,22.30468,39.10357
0.08,25.6,10.6,174.312,70.333,181.206,77.174,2022-07-07T04:40:25.000Z,22.30465,39.10355
0.1,25.6,12.5,221.25,66.441,220.567,73.425,2022-07-07T05:10:25.000Z,22.30465,39.10357
0.04,11.36,6.24,138.468,73.248,102.68,79.388,2022-07-07T05:40:25.000Z,22.30465,39.1036
0.01,3.4,3.12,116.565,74.956,180.0,80.711,2022-07-07T06:10:25.000Z,22.30465,39.1036
0.01,14.62,3.62,11.31,72.05,90.0,80.671,2022-07-07T06:40:25.000Z,22.30465,39.1036
0.02,25.6,4.34,179.363,73.555,193.57,77.403,2022-07-07T07:10:25.000Z,22.30465,39.1036
0.03,6.82,4.06,153.004,76.172,360.0,80.552,2022-07-07T07:40:25.000Z,22.30465,39.1036
0.02,25.6,5.2,20.794,74.033,30.763,79.069,2022-07-07T08:10:25.000Z,22.30465,39.1036
0.03,17.06,2.88,335.095,78.545,348.408,79.436,2022-07-07T08:40:25.000Z,22.30465,39.1036
0.02,1.34,2.14,109.573,73.072,163.301,78.081,2022-07-07T09:10:25.000Z,22.30465,39.1036
0.03,25.6,2.26,336.038,78.653,330.255,80.709,2022-07-07T09:40:25.000Z,22.30465,39.1036
0.04,10.24,2.04,180.0,79.105,119.358,80.298,2022-07-07T10:10:25.000Z,22.30465,39.1036
0.04,25.6,2.64,165.964,77.182,152.403,79.038,2022-07-07T10:40:25.000Z,22.30465,39.1036
0.03,20.48,1.9,134.474,74.674,126.209,78.232,2022-07-07T11:10:25.000Z,22.30462,39.10362
0.04,20.48,2.46,308.525,66.578,312.923,75.427,2022-07-07T11:40:25.000Z,22.30467,39.10362
0.05,1.66,1.84,298.811,79.2,141.34,80.264,2022-07-07T12:10:25.000Z,22.30467,39.10362
0.06,1.66,1.82,29.205,73.361,357.397,80.152,2022-07-07T12:40:25.000Z,22.30465,39.10362
0.05,1.72,1.78,330.751,75.141,78.232,80.052,2022-07-07T13:10:25.000Z,22.30465,39.10362
0.04,1.5,1.82,338.199,80.601,92.663,77.544,2022-07-07T13:40:25.000Z,22.30468,39.10358
0.03,17.06,2.3,266.82,76.625,101.889,80.256,2022-07-07T14:10:25.000Z,22.30467,39.10358
0.03,25.6,2.58,134.745,74.461,134.37,78.439,2022-07-07T14:40:25.000Z,22.30467,39.1036
0.02,14.62,2.44,7.765,79.25,135.0,78.756,2022-07-07T15:10:25.000Z,22.30467,39.1036
0.03,5.38,3.12,349.846,78.286,138.652,79.699,2022-07-07T15:40:25.000Z,22.30467,39.1036
0.02,17.06,3.28,64.722,79.436,311.82,80.012,2022-07-07T16:10:25.000Z,22.30467,39.1036
0.01,25.6,6.7,320.638,74.183,315.418,77.096,2022-07-07T16:40:25.000Z,22.30467,39.10358
0.04,9.3,4.88,347.471,79.555,181.878,78.574,2022-07-07T17:10:25.000Z,22.30467,39.10357
0.05,17.06,7.22,235.305,71.017,249.171,77.032,2022-07-07T17:40:25.000Z,22.30467,39.10355
0.02,17.06,4.7,192.969,74.02,247.38,78.942,2022-07-07T18:10:25.000Z,22.30467,39.10355
0.06,25.6,9.72,299.82,77.195,298.072,78.983,2022-07-07T18:40:25.000Z,22.30465,39.10355
0.1,25.6,11.4,152.7,69.097,157.223,72.84,2022-07-07T19:40:25.000Z,22.30463,39.10355
0.06,20.48,8.06,206.061,74.745,191.976,76.916,2022-07-07T20:10:25.000Z,22.30463,39.10355
0.04,10.24,5.8,19.799,75.584,79.287,79.523,2022-07-07T20:40:25.000Z,22.30465,39.10357
0.06,25.6,10.44,28.706,77.142,55.886,79.532,2022-07-07T21:10:25.000Z,22.30463,39.10357
0.05,20.48,7.8,104.859,72.555,106.232,77.702,2022-07-07T22:10:25.000Z,22.30463,39.10358
0.05,20.48,7.64,323.924,77.523,292.62,78.942,2022-07-07T22:40:25.000Z,22.30465,39.10358
0.07,25.6,10.56,346.759,77.493,79.046,79.768,2022-07-07T23:10:25.000Z,22.30465,39.10358
0.05,20.48,8.68,190.305,79.689,149.657,79.125,2022-07-07T23:40:25.000Z,22.30463,39.1036
0.01,25.6,7.26,263.26,76.516,256.293,77.614,2022-07-08T00:10:25.000Z,22.30462,39.1036
0.04,25.6,9.04,342.532,74.856,337.751,78.153,2022-07-08T00:40:25.000Z,22.30462,39.10362
0.02,6.02,4.08,350.112,71.731,173.884,79.905,2022-07-08T01:10:25.000Z,22.30462,39.10362
0.11,25.6,12.38,151.504,79.436,156.615,79.416,2022-07-08T02:10:25.000Z,22.30463,39.10357
0.1,20.48,11.5,342.854,72.821,93.18,79.588,2022-07-08T02:40:25.000Z,22.30463,39.10357
0.04,17.06,7.28,145.305,78.484,181.193,79.104,2022-07-08T03:10:25.000Z,22.30463,39.10355
0.02,20.48,6.6,313.342,71.789,287.765,76.625,2022-07-08T03:40:25.000Z,22.30465,39.10357
0.02,25.6,6.6,286.574,73.761,290.266,75.341,2022-07-08T04:10:25.000Z,22.30465,39.10357
0.07,25.6,10.2,26.928,75.224,22.38,79.559,2022-07-08T04:40:25.000Z,22.30463,39.10358
0.03,20.48,4.48,130.764,73.054,141.483,78.509,2022-07-08T05:10:25.000Z,22.30463,39.10358
0.06,25.6,9.48,322.046,78.477,202.751,79.686,2022-07-08T05:40:25.000Z,22.30463,39.10362
0.01,25.6,6.44,159.624,74.881,162.16,77.324,2022-07-08T06:10:25.000Z,22.30463,39.10362
0.02,17.06,3.22,165.069,78.531,90.0,80.512,2022-07-08T06:40:25.000Z,22.30467,39.1036
0.03,25.6,5.14,134.193,79.015,120.203,77.898,2022-07-08T07:10:25.000Z,22.30465,39.1036
0.02,2.56,3.08,257.535,77.079,139.538,79.239,2022-07-08T07:40:25.000Z,22.30465,39.10362
0.02,14.62,2.76,116.053,76.959,100.305,80.138,2022-07-08T08:40:25.000Z,22.30465,39.1036
0.02,25.6,2.78,150.018,78.615,160.821,80.058,2022-07-08T09:10:25.000Z,22.30467,39.1036
0.02,14.62,3.4,92.603,75.615,123.147,78.677,2022-07-08T09:40:25.000Z,22.30465,39.1036
0.03,4.64,3.62,257.905,78.142,93.814,79.222,2022-07-08T10:10:25.000Z,22.30465,39.1036
0.04,25.6,4.04,106.731,73.981,137.447,77.68,2022-07-08T10:40:25.000Z,22.30465,39.10358
0.02,25.6,3.66,273.504,79.06,193.241,80.334,2022-07-08T11:10:25.000Z,22.30467,39.10362
0.02,25.6,2.42,61.232,78.691,86.348,79.141,2022-07-08T11:40:25.000Z,22.30467,39.1036
0.04,3.52,2.32,93.372,54.455,114.747,75.24,2022-07-08T12:10:25.000Z,22.3047,39.10362
0.03,1.34,1.68,45.904,71.602,92.083,78.819,2022-07-08T12:40:25.000Z,22.30467,39.1036
0.05,1.42,1.88,53.259,73.677,137.726,80.438,2022-07-08T13:40:25.000Z,22.30465,39.10362
0.04,1.48,2.0,107.272,75.933,165.964,80.373,2022-07-08T14:10:25.000Z,22.30465,39.10362
0.03,1.46,1.8,72.512,71.358,78.311,78.648,2022-07-08T14:40:25.000Z,22.30465,39.10362
0.02,1.4,1.96,116.41,66.667,123.111,79.934,2022-07-08T15:10:25.000Z,22.30465,39.10362
0.02,2.56,2.08,258.923,63.981,90.0,80.232,2022-07-08T15:40:25.000Z,22.30467,39.10362
0.01,20.48,12.08,297.738,75.66,304.114,79.532,2022-07-08T17:10:25.000Z,22.30467,39.10358
0.02,17.06,4.34,268.531,76.253,283.627,78.293,2022-07-08T18:10:25.000Z,22.30465,39.10357
0.07,25.6,9.74,324.567,75.805,135.0,80.972,2022-07-08T18:40:25.000Z,22.30465,39.10355
0.07,25.6,11.38,135.0,79.33,75.379,80.082,2022-07-08T19:10:25.000Z,22.30465,39.10357
0.09,17.06,10.16,160.044,73.611,155.651,74.836,2022-07-08T19:40:25.000Z,22.30465,39.10358
0.06,25.6,9.98,226.637,79.043,193.861,77.824,2022-07-08T20:10:25.000Z,22.30465,39.1036
0.06,25.6,9.46,199.835,68.229,189.782,76.224,2022-07-08T20:40:25.000Z,22.30465,39.10358
0.06,25.6,9.28,68.405,78.958,37.666,78.125,2022-07-08T21:10:25.000Z,22.30465,39.10358
0.05,20.48,8.9,73.443,79.485,7.97,79.004,2022-07-08T21:40:25.000Z,22.30463,39.10358
0.04,12.8,5.86,127.828,76.648,180.0,80.232,2022-07-08T22:10:25.000Z,22.30463,39.10358
0.07,25.6,11.3,13.517,76.675,334.799,79.526,2022-07-08T23:10:25.000Z,22.30463,39.1036
0.05,20.48,8.62,245.225,78.142,281.634,79.642,2022-07-08T23:40:25.000Z,22.30463,39.1036
0.02,9.3,4.66,212.735,75.572,282.724,79.76,2022-07-09T00:10:25.000Z,22.30463,39.1036
0.04,25.6,8.4,328.241,79.048,327.995,80.654,2022-07-09T00:40:25.000Z,22.30463,39.10362
0.04,25.6,9.2,356.708,71.503,3.318,75.355,2022-07-09T01:10:25.000Z,22.30463,39.10362
0.05,25.6,9.24,97.219,74.801,98.259,78.508,2022-07-09T01:40:25.000Z,22.30463,39.1036
0.1,25.6,12.0,97.563,70.748,97.505,74.058,2022-07-09T02:10:25.000Z,22.30463,39.1036
0.1,25.6,13.24,354.56,79.34,165.256,80.247,2022-07-09T02:40:25.000Z,22.30463,39.1036
0.04,25.6,9.38,195.584,74.741,215.272,79.015,2022-07-09T03:40:25.000Z,22.30465,39.10358
0.02,25.6,4.64,1.548,73.334,2.564,78.327,2022-07-09T04:10:25.000Z,22.30465,39.10358
0.07,25.6,9.7,42.221,78.087,14.657,78.322,2022-07-09T04:40:25.000Z,22.30463,39.10357
0.08,20.48,9.34,313.958,77.887,215.538,80.687,2022-07-09T05:10:25.000Z,22.30465,39.10357
0.07,25.6,10.72,240.524,79.975,140.194,79.467,2022-07-09T05:40:25.000Z,22.30465,39.10358
0.02,25.6,5.9,356.558,75.568,360.0,78.779,2022-07-09T06:10:25.000Z,22.30465,39.10358
0.01,25.6,3.64,31.329,79.955,8.13,80.748,2022-07-09T06:40:25.000Z,22.30465,39.10358
0.02,25.6,6.12,136.302,78.525,104.421,79.584,2022-07-09T07:10:25.000Z,22.30465,39.10358
0.01,14.62,3.04,215.929,77.58,165.069,79.789,2022-07-09T07:40:25.000Z,22.30465,39.1036
0.01,2.42,2.52,360.0,70.298,329.036,79.865,2022-07-09T08:10:25.000Z,22.30465,39.1036
0.01,25.6,5.5,250.769,79.204,270.0,80.032,2022-07-09T08:40:25.000Z,22.30465,39.1036
0.02,20.48,3.72,325.814,78.45,360.0,80.949,2022-07-09T09:10:25.000Z,22.30465,39.1036
0.02,20.48,3.92,8.259,75.904,357.955,79.911,2022-07-09T09:40:25.000Z,22.30465,39.1036
0.02,20.48,4.58,122.152,70.524,131.241,77.088,2022-07-09T10:10:25.000Z,22.30465,39.1036
0.02,17.06,4.78,111.523,74.739,103.285,78.044,2022-07-09T10:40:25.000Z,22.30462,39.10363
0.02,20.48,11.8,264.144,79.461,133.727,79.758,2022-07-09T11:10:25.000Z,22.30465,39.10362
0.02,25.6,3.42,119.055,76.843,93.945,79.869,2022-07-09T11:40:25.000Z,22.30465,39.1036
0.01,17.06,3.1,223.191,78.322,28.811,80.119,2022-07-09T12:10:25.000Z,22.30465,39.1036
0.01,14.62,2.36,157.467,67.869,133.919,79.53,2022-07-09T12:40:25.000Z,22.30465,39.10362
0.01,25.6,5.76,301.197,72.215,305.119,76.496,2022-07-09T13:10:25.000Z,22.30465,39.10362
0.02,14.62,4.16,11.807,73.519,64.799,80.281,2022-07-09T14:10:25.000Z,22.30467,39.10358
0.02,25.6,4.18,334.581,76.472,330.018,78.615,2022-07-09T14:40:25.000Z,22.30467,39.10358
0.0,17.06,10.44,3.54,77.084,31.535,78.958,2022-07-09T15:40:25.000Z,22.30465,39.1036
0.02,4.26,3.4,54.705,70.549,47.49,79.729,2022-07-09T16:10:25.000Z,22.30465,39.10358
0.05,25.6,9.12,52.158,74.714,44.588,77.038,2022-07-09T16:40:25.000Z,22.30467,39.10358
0.02,25.6,3.76,294.132,75.409,260.91,78.998,2022-07-09T17:10:25.000Z,22.30465,39.10358
0.02,17.06,3.44,34.721,75.336,316.848,80.155,2022-07-09T17:40:25.000Z,22.30468,39.10357
0.05,20.48,7.86,212.471,76.787,163.61,79.613,2022-07-09T18:40:25.000Z,22.30465,39.10358
0.07,25.6,10.52,194.036,80.701,129.44,77.784,2022-07-09T19:10:25.000Z,22.30463,39.10357
0.11,20.48,11.0,158.714,74.195,156.038,73.674,2022-07-09T19:40:25.000Z,22.30462,39.1036
0.04,14.62,6.3,143.858,76.539,165.343,78.322,2022-07-09T20:10:25.000Z,22.30465,39.1036
0.05,25.6,8.64,122.087,74.908,117.759,77.553,2022-07-09T20:40:25.000Z,22.30467,39.1036
0.06,25.6,9.62,354.872,77.865,14.323,79.084,2022-07-09T21:10:25.000Z,22.30465,39.1036
0.06,25.6,9.4,26.816,76.884,52.927,78.763,2022-07-09T21:40:25.000Z,22.30463,39.10358
0.02,25.6,4.04,34.992,80.544,21.801,80.386,2022-07-09T22:10:25.000Z,22.30465,39.10358
0.05,20.48,7.96,235.729,75.419,204.775,79.309,2022-07-09T22:40:25.000Z,22.30465,39.1036
0.07,25.6,10.28,91.232,77.257,99.019,78.462,2022-07-09T23:10:25.000Z,22.30465,39.1036
0.05,25.6,9.26,169.351,76.168,208.072,80.352,2022-07-09T23:40:25.000Z,22.30465,39.1036
0.04,25.6,8.72,360.0,80.79,200.323,78.715,2022-07-10T00:10:25.000Z,22.30463,39.1036
0.04,25.6,8.8,153.726,77.461,124.509,80.256,2022-07-10T00:40:25.000Z,22.30463,39.1036
0.02,11.36,4.84,157.166,77.694,189.462,80.545,2022-07-10T01:10:25.000Z,22.30465,39.10358
0.06,25.6,9.22,328.392,76.68,251.565,80.652,2022-07-10T01:40:25.000Z,22.30465,39.10357
0.06,20.48,8.92,90.0,78.289,184.028,78.159,2022-07-10T02:40:25.000Z,22.30467,39.10357
0.04,25.6,10.02,63.646,76.059,59.642,77.749,2022-07-10T03:10:25.000Z,22.30467,39.10357
0.02,25.6,5.24,332.911,72.878,321.34,77.131,2022-07-10T03:40:25.000Z,22.30468,39.10355
0.04,17.06,6.8,56.31,79.878,141.911,79.145,2022-07-10T04:10:25.000Z,22.30468,39.10355
0.09,25.6,11.74,321.674,75.542,302.949,78.439,2022-07-10T04:40:25.000Z,22.30467,39.10357
0.08,17.06,8.64,89.182,78.207,95.856,79.461,2022-07-10T05:10:25.000Z,22.30467,39.10357
0.06,20.48,12.06,187.539,75.4,209.667,77.344,2022-07-10T05:40:25.000Z,22.30463,39.10355
0.01,25.6,6.02,138.468,79.155,162.408,79.307,2022-07-10T06:10:25.000Z,22.30465,39.10355
0.0,1.62,2.0,147.674,67.98,47.49,79.071,2022-07-10T06:40:25.000Z,22.30467,39.10357
0.05,20.48,7.7,92.526,75.445,135.0,78.641,2022-07-10T07:10:25.000Z,22.30467,39.10358
0.03,3.2,2.98,130.865,71.098,130.601,80.663,2022-07-10T07:40:25.000Z,22.30465,39.1036
